"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 21 16:45:22 IST 2024","Tue May 21 16:45:30 IST 2024","7655","tests.vwoLoginTests","test_vwologin","","","","test_vwoLogin",""
